,time,action,sideWithBall,lenOfNearest,nearestPlayer,lenOfMiddleDist,middleDistPlayer,passPair,goalIsNearest
0,14,searching,,0,[],6,"['L2', 'L3', 'L6', 'L7', 'L10', 'L11']",,False
1,15,dribbling,L,1,['L6'],6,"['L2', 'L3', 'L6', 'L7', 'L10', 'L11']",,False
2,16,passing,L,1,['L6'],6,"['L2', 'L3', 'L6', 'L7', 'L10', 'L11']","['L6', 'L7', 'L']",False
3,17,searching,,0,[],6,"['L2', 'L3', 'L6', 'L7', 'L10', 'L11']",,False
4,18,dribbling,L,1,['L7'],7,"['L3', 'L6', 'L7', 'L10', 'L11', 'R6', 'R11']",,False
5,19,dribbling,L,1,['L7'],7,"['L6', 'L7', 'L10', 'L11', 'R6', 'R8', 'R11']",,False
6,20,dribbling,L,1,['L7'],7,"['L6', 'L7', 'L10', 'L11', 'R6', 'R8', 'R11']",,False
7,21,dribbling,L,1,['L7'],7,"['L6', 'L7', 'L10', 'L11', 'R6', 'R8', 'R11']",,False
8,22,dribbling,L,1,['L7'],6,"['L6', 'L7', 'L10', 'R6', 'R8', 'R11']",,False
9,23,passing,L,1,['L7'],6,"['L6', 'L7', 'L10', 'R6', 'R8', 'R11']","['L7', 'L4', 'L']",False
10,24,searching,,0,[],6,"['L6', 'L7', 'L10', 'R6', 'R8', 'R11']",,False
11,25,searching,,0,[],6,"['L6', 'L7', 'L10', 'R6', 'R8', 'R11']",,False
12,26,searching,,0,[],5,"['L6', 'L7', 'L10', 'R8', 'R11']",,False
13,27,searching,,0,[],7,"['L2', 'L4', 'L6', 'L7', 'R8', 'R10', 'R11']",,False
14,28,searching,,0,[],7,"['L2', 'L4', 'L6', 'L7', 'R8', 'R10', 'R11']",,False
15,29,searching,,0,[],7,"['L2', 'L4', 'L6', 'L7', 'R8', 'R10', 'R11']",,False
16,30,searching,,0,[],7,"['L2', 'L4', 'L6', 'L7', 'R8', 'R10', 'R11']",,False
17,31,searching,,0,[],6,"['L2', 'L4', 'L6', 'R8', 'R10', 'R11']",,False
18,32,dribbling,L,1,['L4'],7,"['L2', 'L3', 'L4', 'L6', 'R8', 'R10', 'R11']",,False
19,33,dribbling,L,1,['L4'],7,"['L2', 'L3', 'L4', 'L6', 'R8', 'R10', 'R11']",,False
20,34,dribbling,L,1,['L4'],7,"['L2', 'L3', 'L4', 'L6', 'R8', 'R10', 'R11']",,False
21,35,dribbling,L,1,['L4'],7,"['L2', 'L4', 'L6', 'R6', 'R8', 'R10', 'R11']",,False
22,36,dribbling,L,1,['L4'],7,"['L2', 'L4', 'L6', 'R6', 'R8', 'R10', 'R11']",,False
23,37,dribbling,L,1,['L4'],6,"['L4', 'L6', 'R6', 'R8', 'R10', 'R11']",,False
24,38,dribbling,L,1,['L4'],6,"['L4', 'L6', 'R6', 'R8', 'R10', 'R11']",,False
25,39,passing,L,1,['L4'],6,"['L4', 'L6', 'R6', 'R8', 'R10', 'R11']","['L4', 'L2', 'L']",False
26,40,searching,,0,[],5,"['L4', 'L6', 'R8', 'R10', 'R11']",,False
27,41,searching,,0,[],6,"['L2', 'L4', 'L6', 'R8', 'R10', 'R11']",,False
28,42,searching,,0,[],6,"['L2', 'L4', 'L6', 'R8', 'R10', 'R11']",,False
29,43,searching,,0,[],5,"['L2', 'L4', 'R8', 'R10', 'R11']",,False
30,44,searching,,0,[],4,"['L2', 'L4', 'R10', 'R11']",,False
31,45,searching,,0,[],3,"['L2', 'R10', 'R11']",,False
32,46,searching,,0,[],3,"['L2', 'R10', 'R11']",,False
33,47,searching,,0,[],3,"['L2', 'R10', 'R11']",,False
34,48,searching,,0,[],2,"['L2', 'R10']",,False
35,49,searching,,0,[],2,"['L2', 'R10']",,False
36,50,searching,,0,[],2,"['L2', 'R10']",,False
37,51,searching,,0,[],2,"['L2', 'R10']",,False
38,52,searching,,0,[],2,"['L2', 'R10']",,False
39,53,searching,,0,[],2,"['L2', 'R10']",,False
40,54,searching,,0,[],2,"['L2', 'R10']",,False
41,55,searching,,0,[],2,"['L2', 'R10']",,False
42,56,searching,,0,[],2,"['L2', 'R10']",,False
43,57,searching,,0,[],2,"['L2', 'R10']",,False
44,58,dribbling,L,1,['L2'],2,"['L2', 'R10']",,False
45,59,dribbling,L,1,['L2'],2,"['L2', 'R10']",,False
46,60,passing,L,1,['L2'],3,"['L2', 'R10', 'R11']","['L2', 'L3', 'L']",False
47,61,searching,,0,[],3,"['L2', 'R10', 'R11']",,False
48,62,searching,,0,[],3,"['L2', 'R10', 'R11']",,False
49,63,searching,,0,[],5,"['L2', 'L3', 'L6', 'R10', 'R11']",,False
50,64,searching,,0,[],6,"['L2', 'L3', 'L4', 'L6', 'R10', 'R11']",,False
51,65,searching,,0,[],6,"['L2', 'L3', 'L4', 'L6', 'R10', 'R11']",,False
52,66,searching,,0,[],5,"['L2', 'L3', 'L4', 'L6', 'R11']",,False
53,67,passing,L,1,['L3'],6,"['L2', 'L3', 'L4', 'L6', 'R9', 'R11']","['L3', 'L6', 'L']",False
54,68,searching,,0,[],7,"['L2', 'L3', 'L4', 'L6', 'R7', 'R9', 'R11']",,False
55,69,searching,,0,[],7,"['L3', 'L4', 'L6', 'R6', 'R7', 'R9', 'R11']",,False
56,70,searching,,0,[],7,"['L3', 'L4', 'L6', 'R6', 'R7', 'R9', 'R11']",,False
57,71,dribbling,L,1,['L6'],8,"['L3', 'L4', 'L6', 'R6', 'R7', 'R8', 'R9', 'R11']",,False
58,72,dribbling,L,1,['L6'],8,"['L3', 'L4', 'L6', 'R6', 'R7', 'R8', 'R9', 'R11']",,False
59,73,dribbling,L,1,['L6'],8,"['L3', 'L4', 'L6', 'R6', 'R7', 'R8', 'R9', 'R11']",,False
60,74,passing,L,1,['L6'],7,"['L3', 'L4', 'L6', 'R6', 'R7', 'R8', 'R11']","['L6', 'L7', 'L']",False
61,75,searching,,0,[],7,"['L3', 'L4', 'L6', 'R6', 'R7', 'R8', 'R11']",,False
62,76,searching,,0,[],5,"['L6', 'L7', 'R6', 'R7', 'R8']",,False
63,77,searching,,0,[],5,"['L6', 'L7', 'R6', 'R7', 'R8']",,False
64,78,searching,,0,[],4,"['L6', 'L7', 'R6', 'R8']",,False
65,79,searching,,0,[],3,"['L6', 'L7', 'R6']",,False
66,80,passing,L,1,['L7'],3,"['L7', 'R2', 'R6']","['L7', 'L11', 'L']",False
67,81,searching,,0,[],3,"['L7', 'L11', 'R2']",,False
68,82,searching,,0,[],3,"['L7', 'L11', 'R2']",,False
69,83,searching,,0,[],3,"['L7', 'L11', 'R2']",,False
70,84,searching,,0,[],4,"['L7', 'L9', 'L11', 'R2']",,False
71,85,dribbling,L,1,['L11'],4,"['L7', 'L9', 'L11', 'R2']",,False
72,86,dribbling,L,1,['L11'],4,"['L7', 'L9', 'L11', 'R2']",,False
73,87,dribbling,L,1,['L11'],4,"['L7', 'L9', 'L11', 'R2']",,False
74,88,dribbling,L,1,['L11'],4,"['L7', 'L9', 'L11', 'R2']",,False
75,89,passing,L,1,['L11'],4,"['L7', 'L9', 'L11', 'R2']","['L11', 'L9', 'L']",False
76,90,searching,,0,[],4,"['L7', 'L9', 'L11', 'R2']",,False
77,91,searching,,0,[],3,"['L9', 'L11', 'R2']",,False
78,92,searching,,0,[],3,"['L9', 'L11', 'R2']",,False
79,93,searching,,0,[],3,"['L9', 'L11', 'R2']",,False
80,94,searching,,0,[],3,"['L9', 'L11', 'R2']",,False
81,95,searching,,0,[],3,"['L9', 'L11', 'R2']",,False
82,96,dribbling,L,1,['L9'],3,"['L9', 'L11', 'R2']",,False
83,97,dribbling,L,1,['L9'],3,"['L9', 'L11', 'R2']",,False
84,98,dribbling,L,1,['L9'],3,"['L9', 'L11', 'R2']",,False
85,99,dribbling,L,1,['L9'],3,"['L9', 'L11', 'R2']",,False
86,100,dribbling,L,1,['L9'],3,"['L9', 'L11', 'R2']",,False
87,101,dribbling,L,1,['L9'],3,"['L9', 'L11', 'R2']",,False
88,102,dribbling,L,1,['L9'],3,"['L9', 'L11', 'R2']",,False
89,103,searching,,2,"['L9', 'L11']",3,"['L9', 'L11', 'R2']",,False
90,104,passing,R,2,"['L9', 'L11']",4,"['L7', 'L9', 'L11', 'R2']","[None, 'RG1', 'R']",False
91,105,searching,,0,[],4,"['L9', 'L11', 'R2', 'R4']",,False
92,106,searching,,0,[],5,"['L9', 'L11', 'R2', 'R3', 'R4']",,False
93,107,searching,,0,[],5,"['L9', 'L11', 'R2', 'R3', 'R4']",,False
94,108,searching,,0,[],5,"['L9', 'L11', 'R2', 'R3', 'R4']",,False
95,109,searching,,0,[],2,"['R2', 'R3']",,False
96,110,searching,,0,[],1,['R3'],,False
97,111,searching,,0,[],1,['R3'],,False
98,112,searching,,0,[],1,['R3'],,False
99,113,searching,,0,[],1,['R3'],,False
100,114,searching,,0,[],0,[],,False
101,115,searching,,0,[],0,[],,False
102,116,searching,,0,[],0,[],,False
103,117,searching,,0,[],0,[],,False
104,118,searching,,0,[],1,['RG1'],,False
105,119,kickingG,L,0,[],1,['RG1'],,True
106,120,searching,,0,[],1,['RG1'],,True
107,121,searching,,0,[],1,['RG1'],,True
108,122,dribbling,R,1,['RG1'],1,['RG1'],,True
109,123,dribbling,R,1,['RG1'],1,['RG1'],,True
110,124,dribbling,R,1,['RG1'],1,['RG1'],,True
111,125,dribbling,R,1,['RG1'],1,['RG1'],,True
112,126,kickingG,L,0,[],1,['RG1'],,True
113,127,searching,,0,[],2,"['RG1', 'R4']",,True
114,128,searching,,0,[],3,"['L11', 'R2', 'R4']",,False
115,129,searching,,0,[],3,"['L11', 'R2', 'R4']",,False
116,130,searching,,0,[],3,"['L11', 'R2', 'R4']",,False
117,131,searching,,0,[],3,"['L11', 'R2', 'R4']",,False
118,132,searching,,0,[],3,"['L11', 'R2', 'R4']",,False
119,133,searching,,0,[],3,"['L11', 'R2', 'R4']",,False
120,134,searching,,0,[],1,['R4'],,False
121,135,searching,,0,[],1,['R4'],,False
122,136,searching,,0,[],1,['R4'],,False
123,137,searching,,0,[],2,"['L9', 'R4']",,False
124,138,searching,,0,[],2,"['L9', 'R4']",,False
125,139,searching,,0,[],2,"['L9', 'R4']",,False
126,140,searching,,0,[],1,['L9'],,False
127,141,searching,,0,[],1,['L9'],,False
128,142,searching,,0,[],2,"['L9', 'R9']",,False
129,143,searching,,0,[],2,"['L9', 'R9']",,False
130,144,searching,,0,[],2,"['L9', 'R9']",,False
131,145,searching,,0,[],2,"['L9', 'R9']",,False
132,146,searching,,0,[],2,"['L9', 'R9']",,False
133,147,searching,,0,[],2,"['L9', 'R9']",,False
134,148,dribbling,R,1,['R9'],2,"['L9', 'R9']",,False
135,149,dribbling,R,1,['R9'],2,"['L9', 'R9']",,False
136,150,dribbling,R,1,['R9'],2,"['L9', 'R9']",,False
137,201,searching,,0,[],4,"['L6', 'L7', 'L9', 'R9']",,False
138,202,searching,,0,[],4,"['L6', 'L7', 'L9', 'R9']",,False
139,203,dribbling,L,1,['L7'],4,"['L6', 'L7', 'L9', 'R9']",,False
140,204,dribbling,L,1,['L7'],4,"['L6', 'L7', 'L9', 'R9']",,False
141,205,dribbling,L,1,['L7'],4,"['L6', 'L7', 'L9', 'R9']",,False
142,206,searching,,0,[],5,"['L6', 'L7', 'L9', 'R7', 'R9']",,False
143,207,dribbling,L,1,['L7'],6,"['L6', 'L7', 'L9', 'R4', 'R7', 'R9']",,False
144,208,dribbling,L,1,['L7'],6,"['L6', 'L7', 'L9', 'R4', 'R7', 'R9']",,False
145,209,dribbling,L,1,['L7'],6,"['L6', 'L7', 'L9', 'R4', 'R7', 'R9']",,False
146,210,passing,L,1,['L7'],5,"['L7', 'L9', 'R4', 'R7', 'R9']","['L7', 'L9', 'L']",False
147,211,searching,,0,[],5,"['L7', 'L9', 'R4', 'R7', 'R9']",,False
148,212,searching,,0,[],5,"['L7', 'L9', 'R4', 'R7', 'R9']",,False
149,213,dribbling,L,1,['L9'],4,"['L7', 'L9', 'R4', 'R7']",,False
150,214,dribbling,L,1,['L9'],4,"['L7', 'L9', 'R4', 'R7']",,False
151,215,searching,,0,[],4,"['L7', 'L9', 'R4', 'R7']",,False
152,216,searching,,0,[],4,"['L7', 'L9', 'R4', 'R7']",,False
153,217,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
154,218,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
155,219,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
156,220,searching,,0,[],1,['L9'],,False
157,221,searching,,0,[],0,[],,False
158,222,searching,,0,[],0,[],,False
159,223,searching,,0,[],0,[],,False
160,224,searching,,0,[],0,[],,False
161,225,searching,,0,[],0,[],,False
162,226,searching,,0,[],0,[],,False
163,227,searching,,0,[],0,[],,False
164,228,searching,,0,[],0,[],,False
165,229,searching,,0,[],0,[],,False
166,230,searching,,0,[],0,[],,False
167,231,searching,,0,[],0,[],,False
168,232,searching,,0,[],0,[],,False
169,233,searching,,0,[],0,[],,False
170,234,searching,,0,[],0,[],,False
171,235,searching,,0,[],0,[],,False
172,236,searching,,0,[],0,[],,False
173,237,searching,,0,[],0,[],,False
174,238,searching,,0,[],0,[],,False
175,239,searching,,0,[],0,[],,False
176,240,searching,,0,[],0,[],,False
177,323,searching,,0,[],3,"['L9', 'L11', 'R7']",,False
178,324,searching,,0,[],3,"['L9', 'L11', 'R7']",,False
179,325,searching,,0,[],3,"['L9', 'L11', 'R7']",,False
180,326,searching,,0,[],2,"['L9', 'R7']",,False
181,327,searching,,0,[],1,['L9'],,False
182,328,searching,,0,[],1,['L9'],,False
183,329,searching,,0,[],2,"['L9', 'R9']",,False
184,330,searching,,0,[],2,"['L9', 'R9']",,False
185,331,searching,,0,[],1,['R9'],,False
186,332,searching,,0,[],1,['R9'],,False
187,362,searching,,0,[],3,"['L7', 'L9', 'R9']",,False
188,363,searching,,0,[],3,"['L7', 'L9', 'R9']",,False
189,364,dribbling,L,1,['L7'],4,"['L6', 'L7', 'L9', 'R9']",,False
190,365,dribbling,L,1,['L7'],3,"['L7', 'L9', 'R9']",,False
191,366,searching,,0,[],4,"['L7', 'L9', 'R7', 'R9']",,False
192,367,searching,,0,[],4,"['L7', 'L9', 'R7', 'R9']",,False
193,368,searching,,0,[],4,"['L7', 'L9', 'R7', 'R9']",,False
194,369,searching,,0,[],4,"['L7', 'L9', 'R4', 'R7']",,False
195,370,passing,L,1,['L9'],4,"['L7', 'L9', 'R4', 'R7']","['L9', 'L7', 'L']",False
196,371,searching,,0,[],4,"['L7', 'L9', 'R4', 'R7']",,False
197,372,searching,,0,[],4,"['L7', 'L9', 'R4', 'R7']",,False
198,373,dribbling,L,1,['L7'],4,"['L7', 'L9', 'R4', 'R7']",,False
199,374,passing,L,1,['L7'],4,"['L7', 'L9', 'R4', 'R7']","['L7', 'L6', 'L']",False
200,375,searching,,0,[],4,"['L7', 'L9', 'R4', 'R7']",,False
201,376,searching,,0,[],2,"['L7', 'R7']",,False
202,377,searching,,0,[],3,"['L6', 'L7', 'R7']",,False
203,378,searching,,0,[],3,"['L6', 'L7', 'R6']",,False
204,379,searching,,0,[],3,"['L6', 'L7', 'R6']",,False
205,380,searching,,0,[],2,"['L6', 'R6']",,False
206,381,dribbling,L,1,['L6'],2,"['L6', 'R6']",,False
207,382,dribbling,L,1,['L6'],2,"['L6', 'R6']",,False
208,383,searching,,0,[],2,"['L6', 'R6']",,False
209,384,searching,,0,[],3,"['L6', 'R2', 'R6']",,False
210,385,dribbling,L,1,['L6'],3,"['L6', 'R2', 'R6']",,False
211,386,dribbling,L,1,['L6'],3,"['L6', 'R2', 'R6']",,False
212,387,dribbling,L,1,['L6'],3,"['L6', 'R2', 'R6']",,False
213,388,dribbling,L,1,['L6'],4,"['L6', 'R2', 'R6', 'R7']",,False
214,389,dribbling,L,1,['L6'],5,"['L6', 'L7', 'R2', 'R6', 'R7']",,False
215,390,dribbling,L,1,['L6'],6,"['L6', 'L7', 'L11', 'R2', 'R6', 'R7']",,False
216,391,dribbling,L,1,['L6'],5,"['L6', 'L7', 'L11', 'R6', 'R7']",,False
217,392,dribbling,L,1,['L6'],4,"['L6', 'L7', 'R6', 'R7']",,False
218,393,searching,,0,[],4,"['L6', 'L7', 'R6', 'R7']",,False
219,394,searching,,0,[],4,"['L6', 'L7', 'R6', 'R7']",,False
220,395,dribbling,L,1,['L6'],4,"['L6', 'L7', 'R6', 'R7']",,False
221,396,dribbling,L,1,['L6'],4,"['L6', 'R6', 'R7', 'R11']",,False
222,397,passing,L,1,['L6'],4,"['L6', 'R6', 'R7', 'R11']","['L6', 'L4', 'L']",False
223,398,searching,,0,[],3,"['L6', 'R6', 'R11']",,False
224,399,searching,,0,[],3,"['L6', 'R6', 'R11']",,False
225,400,searching,,0,[],3,"['L6', 'R6', 'R11']",,False
226,401,searching,,0,[],2,"['L6', 'R11']",,False
227,402,searching,,0,[],2,"['L6', 'R11']",,False
228,403,searching,,0,[],2,"['L4', 'R11']",,False
229,404,searching,,0,[],2,"['L4', 'R11']",,False
230,405,searching,,0,[],2,"['L4', 'R11']",,False
231,406,searching,,0,[],2,"['L4', 'R11']",,False
232,407,dribbling,L,1,['L4'],2,"['L4', 'R11']",,False
233,408,dribbling,L,1,['L4'],3,"['L4', 'R10', 'R11']",,False
234,409,searching,,0,[],3,"['L4', 'R10', 'R11']",,False
235,410,searching,,0,[],3,"['L4', 'R10', 'R11']",,False
236,411,dribbling,L,1,['L4'],3,"['L4', 'R10', 'R11']",,False
237,412,dribbling,L,1,['L4'],3,"['L4', 'R10', 'R11']",,False
238,413,dribbling,L,1,['L4'],4,"['L4', 'R8', 'R10', 'R11']",,False
239,414,searching,,0,[],4,"['L4', 'R8', 'R10', 'R11']",,False
240,415,searching,,0,[],4,"['L4', 'R3', 'R8', 'R11']",,False
241,416,dribbling,L,1,['L4'],4,"['L4', 'R3', 'R8', 'R11']",,False
242,417,dribbling,L,1,['L4'],4,"['L4', 'R3', 'R8', 'R11']",,False
243,418,dribbling,L,1,['L4'],6,"['L4', 'L6', 'L8', 'R3', 'R8', 'R11']",,False
244,419,dribbling,L,1,['L4'],7,"['L4', 'L6', 'L8', 'R3', 'R6', 'R8', 'R11']",,False
245,420,dribbling,L,1,['L4'],8,"['L4', 'L6', 'L8', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
246,421,dribbling,L,1,['L4'],9,"['L4', 'L6', 'L8', 'L10', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
247,422,dribbling,L,1,['L4'],9,"['L4', 'L6', 'L8', 'L10', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
248,423,dribbling,L,1,['L4'],10,"['L4', 'L6', 'L7', 'L8', 'L10', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
249,424,dribbling,L,1,['L4'],10,"['L4', 'L6', 'L7', 'L8', 'L10', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
250,425,passing,L,1,['L4'],10,"['L4', 'L6', 'L7', 'L8', 'L10', 'R2', 'R3', 'R6', 'R8', 'R11']","['L4', 'L6', 'L']",False
251,426,searching,,0,[],8,"['L4', 'L6', 'L7', 'L8', 'L10', 'R6', 'R8', 'R11']",,False
252,427,dribbling,L,1,['L6'],6,"['L4', 'L6', 'L10', 'R6', 'R8', 'R11']",,False
253,428,dribbling,L,1,['L6'],6,"['L4', 'L6', 'L10', 'R6', 'R8', 'R11']",,False
254,429,dribbling,L,1,['L6'],6,"['L4', 'L6', 'L10', 'R6', 'R8', 'R11']",,False
255,430,dribbling,L,1,['L6'],6,"['L4', 'L6', 'L7', 'R6', 'R8', 'R11']",,False
256,431,dribbling,L,1,['L6'],6,"['L4', 'L6', 'L7', 'R6', 'R8', 'R11']",,False
257,432,dribbling,L,1,['L6'],7,"['L4', 'L6', 'L7', 'R2', 'R6', 'R8', 'R11']",,False
258,433,dribbling,L,1,['L6'],8,"['L4', 'L6', 'L7', 'R2', 'R6', 'R7', 'R8', 'R11']",,False
259,434,dribbling,L,1,['L6'],8,"['L4', 'L6', 'L7', 'R2', 'R6', 'R7', 'R8', 'R11']",,False
260,435,searching,,0,[],7,"['L4', 'L6', 'L7', 'R2', 'R6', 'R7', 'R11']",,False
261,436,searching,,0,[],8,"['L4', 'L6', 'L7', 'L11', 'R2', 'R6', 'R7', 'R11']",,False
262,437,dribbling,L,1,['L6'],7,"['L6', 'L7', 'L11', 'R2', 'R6', 'R7', 'R11']",,False
263,438,dribbling,L,1,['L6'],7,"['L6', 'L7', 'L11', 'R2', 'R6', 'R7', 'R11']",,False
264,439,dribbling,L,1,['L6'],4,"['L6', 'L7', 'R6', 'R11']",,False
265,440,dribbling,L,1,['L6'],6,"['L6', 'L7', 'R2', 'R6', 'R7', 'R11']",,False
266,441,dribbling,L,1,['L6'],6,"['L6', 'L7', 'R2', 'R6', 'R7', 'R11']",,False
267,442,dribbling,L,1,['L6'],7,"['L6', 'L7', 'L11', 'R2', 'R6', 'R7', 'R11']",,False
268,443,dribbling,L,1,['L6'],7,"['L6', 'L7', 'L11', 'R2', 'R6', 'R7', 'R11']",,False
269,444,dribbling,L,1,['L6'],7,"['L6', 'L7', 'L11', 'R2', 'R6', 'R7', 'R11']",,False
270,445,passing,L,1,['L6'],7,"['L6', 'L7', 'L11', 'R2', 'R6', 'R7', 'R11']","['L6', 'L7', 'L']",False
271,446,searching,,0,[],8,"['L6', 'L7', 'L11', 'R2', 'R3', 'R6', 'R7', 'R11']",,False
272,447,searching,,0,[],8,"['L6', 'L7', 'L11', 'R2', 'R3', 'R6', 'R7', 'R11']",,False
273,448,dribbling,L,1,['L7'],8,"['L6', 'L7', 'L11', 'R2', 'R3', 'R6', 'R7', 'R11']",,False
274,449,dribbling,L,1,['L7'],8,"['L6', 'L7', 'L11', 'R2', 'R3', 'R6', 'R7', 'R11']",,False
275,450,searching,,0,[],8,"['L6', 'L7', 'L11', 'R2', 'R3', 'R6', 'R7', 'R11']",,False
276,451,searching,,0,[],6,"['L7', 'L11', 'R2', 'R3', 'R6', 'R7']",,False
277,452,searching,,0,[],6,"['L7', 'L11', 'R2', 'R3', 'R6', 'R7']",,False
278,453,searching,,0,[],6,"['L7', 'L11', 'R2', 'R3', 'R6', 'R7']",,False
279,454,searching,,0,[],5,"['L7', 'L11', 'R2', 'R3', 'R7']",,False
280,455,searching,,0,[],5,"['L7', 'L11', 'R2', 'R3', 'R7']",,False
281,456,searching,,0,[],6,"['L7', 'L11', 'R2', 'R3', 'R4', 'R7']",,False
282,457,searching,,0,[],6,"['L7', 'L11', 'R2', 'R3', 'R4', 'R7']",,False
283,458,searching,,0,[],6,"['L7', 'L11', 'R2', 'R3', 'R4', 'R7']",,False
284,459,searching,,0,[],6,"['L7', 'L11', 'R2', 'R3', 'R4', 'R7']",,False
285,460,searching,,0,[],6,"['L7', 'L11', 'R2', 'R3', 'R4', 'R7']",,False
286,461,searching,,0,[],6,"['L7', 'L11', 'R2', 'R3', 'R4', 'R7']",,False
287,462,dribbling,R,1,['R2'],6,"['L7', 'L11', 'R2', 'R3', 'R4', 'R7']",,False
288,463,dribbling,R,1,['R2'],6,"['L7', 'L11', 'R2', 'R3', 'R4', 'R7']",,False
289,464,dribbling,R,1,['R2'],6,"['L7', 'L11', 'R2', 'R3', 'R4', 'R7']",,False
290,465,fight,,2,"['L11', 'R2']",6,"['L7', 'L11', 'R2', 'R3', 'R4', 'R7']",,False
291,466,searching,,0,[],7,"['L7', 'L9', 'L11', 'R2', 'R3', 'R4', 'R7']",,False
292,467,searching,,0,[],6,"['L7', 'L9', 'L11', 'R2', 'R4', 'R7']",,False
293,468,searching,,0,[],5,"['L9', 'L11', 'R2', 'R4', 'R7']",,False
294,469,searching,,0,[],5,"['L9', 'L11', 'R2', 'R4', 'R7']",,False
295,470,searching,,0,[],5,"['L9', 'L11', 'R2', 'R4', 'R7']",,False
296,471,dribbling,L,1,['L9'],5,"['L9', 'L11', 'R2', 'R4', 'R7']",,False
297,472,passing,L,1,['L9'],4,"['L9', 'L11', 'R4', 'R7']","['L9', 'L9', 'L']",False
298,473,searching,,0,[],4,"['L9', 'L11', 'R4', 'R7']",,False
299,474,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
300,475,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
301,476,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
302,477,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
303,478,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
304,479,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
305,480,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
306,481,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
307,482,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
308,483,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
309,484,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
310,485,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
311,486,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
312,487,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
313,488,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
314,489,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
315,490,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
316,491,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
317,492,dribbling,L,1,['L9'],3,"['L9', 'R4', 'R7']",,False
318,493,dribbling,L,1,['L9'],3,"['L9', 'R4', 'R7']",,False
319,590,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
320,591,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
321,592,dribbling,R,1,['R7'],3,"['L9', 'R4', 'R7']",,False
322,593,dribbling,R,1,['R7'],3,"['L9', 'R4', 'R7']",,False
323,594,dribbling,R,1,['R7'],3,"['L9', 'R4', 'R7']",,False
324,595,dribbling,R,1,['R7'],3,"['L9', 'R4', 'R7']",,False
325,596,dribbling,R,1,['R7'],3,"['L9', 'R4', 'R7']",,False
326,597,dribbling,R,1,['R7'],3,"['L9', 'R4', 'R7']",,False
327,598,fight,,2,"['L9', 'R7']",3,"['L9', 'R4', 'R7']",,False
328,599,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
329,600,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
330,697,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
331,698,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
332,699,dribbling,R,1,['R7'],3,"['L9', 'R4', 'R7']",,False
333,700,dribbling,R,1,['R7'],3,"['L9', 'R4', 'R7']",,False
334,701,dribbling,R,1,['R7'],3,"['L9', 'R4', 'R7']",,False
335,702,dribbling,R,1,['R7'],3,"['L9', 'R4', 'R7']",,False
336,703,passing,R,1,['R7'],3,"['L9', 'R4', 'R7']","['R7', 'R9', 'R']",False
337,704,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
338,705,searching,,0,[],3,"['L9', 'R4', 'R7']",,False
339,706,searching,,0,[],2,"['L9', 'R7']",,False
340,707,searching,,0,[],2,"['L9', 'R7']",,False
341,708,searching,,0,[],1,['R9'],,False
342,709,searching,,0,[],1,['R9'],,False
343,710,searching,,0,[],1,['R9'],,False
344,711,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
345,712,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
346,713,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
347,714,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
348,715,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
349,716,searching,,0,[],2,"['L5', 'R9']",,False
350,717,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
351,718,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
