,time,action,sideWithBall,lenOfNearest,nearestPlayer,lenOfMiddleDist,middleDistPlayer,passPair,goalIsNearest
821,1475,passing,R,1,['R5'],2,"['L10', 'R5']","['R5', 'R8', 'R']",False
822,1476,searching,,0,[],3,"['L10', 'R5', 'R8']",,False
823,1477,searching,,0,[],3,"['L10', 'R5', 'R8']",,False
824,1478,searching,,0,[],3,"['L10', 'R5', 'R8']",,False
825,1479,searching,,0,[],2,"['R5', 'R8']",,False
826,1480,searching,,0,[],4,"['L8', 'R5', 'R6', 'R8']",,False
827,1481,dribbling,R,1,['R8'],3,"['L8', 'R6', 'R8']",,False
828,1482,passing,R,1,['R8'],3,"['L8', 'R6', 'R8']","['R8', 'R6', 'R']",False
829,1483,searching,,0,[],3,"['L8', 'R6', 'R8']",,False
830,1484,searching,,0,[],5,"['L4', 'L6', 'L8', 'R6', 'R8']",,False
831,1485,dribbling,R,1,['R6'],6,"['L4', 'L6', 'L8', 'R6', 'R8', 'R11']",,False
832,1486,dribbling,R,1,['R6'],6,"['L4', 'L6', 'L8', 'R6', 'R8', 'R11']",,False
833,1487,dribbling,R,1,['R6'],6,"['L4', 'L6', 'L8', 'R6', 'R8', 'R11']",,False
834,1488,dribbling,R,1,['R6'],5,"['L6', 'L8', 'R6', 'R8', 'R11']",,False
835,1489,dribbling,R,1,['R6'],6,"['L4', 'L6', 'L8', 'R6', 'R8', 'R11']",,False
836,1490,passing,R,1,['R6'],6,"['L4', 'L6', 'L8', 'R6', 'R8', 'R11']","['R6', 'R7', 'R']",False
837,1491,searching,,0,[],4,"['L6', 'L8', 'R6', 'R11']",,False
838,1492,searching,,0,[],5,"['L6', 'L8', 'R6', 'R7', 'R11']",,False
839,1493,searching,,0,[],5,"['L6', 'L8', 'R6', 'R7', 'R11']",,False
840,1494,searching,,0,[],4,"['L6', 'L8', 'R6', 'R7']",,False
841,1495,searching,,0,[],5,"['L6', 'L7', 'L8', 'R6', 'R7']",,False
842,1496,searching,,0,[],4,"['L6', 'L7', 'R6', 'R7']",,False
843,1497,dribbling,R,1,['R7'],4,"['L6', 'L7', 'R6', 'R7']",,False
844,1498,dribbling,R,1,['R7'],4,"['L6', 'L7', 'R6', 'R7']",,False
845,1499,passing,R,1,['R7'],3,"['L6', 'R6', 'R7']","['R7', 'R10', 'R']",False
846,1500,searching,,0,[],4,"['L6', 'R6', 'R7', 'R11']",,False
847,1501,searching,,0,[],5,"['L6', 'L8', 'R6', 'R7', 'R11']",,False
848,1502,searching,,0,[],6,"['L4', 'L6', 'L8', 'R6', 'R7', 'R11']",,False
849,1503,searching,,0,[],7,"['L4', 'L6', 'L8', 'R6', 'R7', 'R8', 'R11']",,False
850,1504,searching,,0,[],6,"['L4', 'L6', 'L8', 'R6', 'R8', 'R11']",,False
851,1505,searching,,0,[],6,"['L4', 'L8', 'R6', 'R8', 'R10', 'R11']",,False
852,1506,searching,,0,[],5,"['L4', 'L8', 'R6', 'R8', 'R10']",,False
853,1507,searching,,0,[],5,"['L4', 'L8', 'R6', 'R8', 'R10']",,False
854,1508,searching,,0,[],5,"['L4', 'L8', 'R6', 'R8', 'R10']",,False
855,1509,searching,,0,[],4,"['L4', 'L8', 'R8', 'R10']",,False
856,1510,dribbling,R,1,['R10'],4,"['L4', 'L8', 'R8', 'R10']",,False
857,1511,passing,R,1,['R10'],4,"['L4', 'L8', 'R8', 'R10']","['R10', 'R11', 'R']",False
858,1512,searching,,0,[],4,"['L4', 'L8', 'R8', 'R10']",,False
859,1513,searching,,0,[],4,"['L4', 'L8', 'R8', 'R10']",,False
860,1514,searching,,0,[],5,"['L4', 'L8', 'R8', 'R10', 'R11']",,False
861,1515,searching,,0,[],5,"['L2', 'L4', 'R8', 'R10', 'R11']",,False
862,1516,searching,,0,[],4,"['L2', 'L4', 'R10', 'R11']",,False
863,1517,searching,,0,[],4,"['L2', 'L4', 'R10', 'R11']",,False
864,1518,searching,,0,[],4,"['L2', 'L4', 'R10', 'R11']",,False
865,1519,searching,,0,[],4,"['L2', 'L4', 'R10', 'R11']",,False
866,1520,dribbling,R,1,['R11'],4,"['L2', 'L4', 'R10', 'R11']",,False
867,1521,dribbling,R,1,['R11'],4,"['L2', 'L4', 'R10', 'R11']",,False
868,1522,dribbling,R,1,['R11'],4,"['L2', 'L4', 'R10', 'R11']",,False
869,1523,searching,,0,[],4,"['L2', 'L4', 'R10', 'R11']",,False
870,1524,searching,,0,[],4,"['L2', 'L4', 'R10', 'R11']",,False
871,1525,dribbling,R,1,['R11'],4,"['L2', 'L4', 'R10', 'R11']",,False
872,1526,dribbling,R,1,['R11'],4,"['L2', 'L4', 'R10', 'R11']",,False
873,1527,dribbling,R,1,['R11'],4,"['L2', 'L4', 'R10', 'R11']",,False
874,1528,dribbling,R,1,['R11'],4,"['L2', 'L4', 'R10', 'R11']",,True
875,1529,searching,,0,[],4,"['L2', 'L4', 'R10', 'R11']",,True
876,1530,searching,,0,[],4,"['L2', 'L4', 'R10', 'R11']",,True
877,1531,fight,,2,"['L2', 'R11']",4,"['L2', 'L4', 'R10', 'R11']",,True
878,1532,fight,,2,"['L2', 'R11']",4,"['L2', 'L4', 'R10', 'R11']",,True
879,1533,searching,,0,[],5,"['LG1', 'L2', 'L4', 'R10', 'R11']",,True
880,1534,searching,,0,[],6,"['LG1', 'L2', 'L4', 'R8', 'R10', 'R11']",,True
881,1535,searching,,0,[],7,"['LG1', 'L2', 'L3', 'L4', 'R8', 'R10', 'R11']",,True
882,1536,searching,,0,[],9,"['LG1', 'L2', 'L3', 'L4', 'R7', 'R8', 'R9', 'R10', 'R11']",,True
883,1537,searching,,0,[],9,"['LG1', 'L2', 'L3', 'L4', 'R7', 'R8', 'R9', 'R10', 'R11']",,True
884,1538,dribbling,L,1,['LG1'],11,"['LG1', 'L2', 'L3', 'L4', 'L5', 'L6', 'R7', 'R8', 'R9', 'R10', 'R11']",,True
885,1539,searching,,0,[],11,"['LG1', 'L2', 'L3', 'L4', 'L5', 'L6', 'R6', 'R7', 'R8', 'R9', 'R10']",,True
886,1540,searching,,0,[],11,"['LG1', 'L2', 'L3', 'L4', 'L5', 'L6', 'R6', 'R7', 'R8', 'R9', 'R10']",,True
887,1541,searching,,0,[],8,"['LG1', 'L3', 'L5', 'L6', 'R6', 'R7', 'R8', 'R9']",,True
888,1542,searching,,0,[],7,"['LG1', 'L3', 'L6', 'R6', 'R7', 'R8', 'R9']",,False
889,1543,searching,,0,[],6,"['L6', 'L7', 'L9', 'R6', 'R7', 'R8']",,False
890,1544,searching,,0,[],5,"['L6', 'L7', 'L9', 'R6', 'R7']",,False
891,1545,searching,,0,[],4,"['L6', 'L7', 'L9', 'R6']",,False
892,1546,searching,,0,[],4,"['L6', 'L7', 'L9', 'R6']",,False
893,1547,searching,,0,[],4,"['L6', 'L7', 'L9', 'R6']",,False
894,1548,searching,,0,[],4,"['L6', 'L7', 'L9', 'R6']",,False
895,1549,passing,L,1,['L7'],4,"['L6', 'L7', 'L9', 'R6']","['L7', 'L10', 'L']",False
896,1550,searching,,0,[],3,"['L6', 'L7', 'R6']",,False
897,1551,searching,,0,[],2,"['L7', 'R6']",,False
898,1552,searching,,0,[],1,['L7'],,False
899,1553,searching,,0,[],3,"['L7', 'L10', 'L11']",,False
900,1554,searching,,0,[],3,"['L7', 'L10', 'L11']",,False
901,1555,searching,,0,[],3,"['L10', 'L11', 'R3']",,False
902,1556,searching,,0,[],3,"['L10', 'L11', 'R3']",,False
903,1557,dribbling,L,1,['L10'],3,"['L10', 'L11', 'R3']",,False
904,1558,dribbling,L,1,['L10'],3,"['L10', 'L11', 'R3']",,False
905,1559,dribbling,L,1,['L10'],3,"['L10', 'L11', 'R3']",,False
906,1560,dribbling,L,1,['L10'],3,"['L10', 'L11', 'R3']",,False
907,1561,dribbling,L,1,['L10'],4,"['L7', 'L10', 'L11', 'R3']",,False
908,1562,passing,L,1,['L10'],3,"['L7', 'L10', 'R3']","['L10', 'L11', 'L']",False
909,1563,searching,,0,[],4,"['L7', 'L10', 'L11', 'R3']",,False
910,1564,searching,,0,[],3,"['L10', 'L11', 'R3']",,False
911,1565,searching,,0,[],3,"['L10', 'L11', 'R3']",,False
912,1566,searching,,0,[],4,"['L10', 'L11', 'R2', 'R3']",,False
913,1567,dribbling,L,1,['L11'],4,"['L10', 'L11', 'R2', 'R3']",,False
914,1568,dribbling,L,1,['L11'],4,"['L10', 'L11', 'R2', 'R3']",,False
915,1569,dribbling,L,1,['L11'],4,"['L10', 'L11', 'R2', 'R3']",,False
916,1570,dribbling,L,1,['L11'],4,"['L10', 'L11', 'R2', 'R3']",,False
917,1571,passing,L,1,['L11'],4,"['L10', 'L11', 'R2', 'R3']","['L11', 'L10', 'L']",False
918,1572,searching,,0,[],4,"['L10', 'L11', 'R2', 'R3']",,False
919,1573,searching,,0,[],4,"['L10', 'L11', 'R2', 'R3']",,False
920,1574,searching,,0,[],3,"['L10', 'L11', 'R3']",,False
921,1575,searching,,0,[],3,"['L10', 'L11', 'R3']",,False
922,1576,searching,,0,[],3,"['L10', 'L11', 'R3']",,False
923,1577,searching,,0,[],3,"['L10', 'L11', 'R3']",,False
924,1578,searching,,0,[],3,"['L10', 'L11', 'R3']",,False
925,1579,searching,,0,[],3,"['L10', 'L11', 'R3']",,False
926,1580,dribbling,L,1,['L10'],3,"['L10', 'L11', 'R3']",,False
927,1581,dribbling,L,1,['L10'],3,"['L10', 'L11', 'R3']",,False
928,1582,dribbling,L,1,['L10'],3,"['L10', 'L11', 'R3']",,False
929,1583,searching,,0,[],3,"['L10', 'L11', 'R3']",,False
930,1584,searching,,0,[],2,"['L10', 'R3']",,False
931,1585,searching,,0,[],3,"['L10', 'R2', 'R3']",,False
932,1586,searching,,0,[],2,"['L10', 'R3']",,False
933,1587,dribbling,L,1,['L10'],2,"['L10', 'R3']",,False
934,1588,dribbling,L,1,['L10'],3,"['L10', 'R2', 'R3']",,False
935,1589,dribbling,L,1,['L10'],3,"['L10', 'R2', 'R3']",,False
936,1590,searching,,0,[],3,"['L10', 'R2', 'R3']",,False
937,1591,searching,,0,[],3,"['L10', 'R2', 'R3']",,False
938,1592,searching,,0,[],3,"['L10', 'R2', 'R3']",,False
939,1593,searching,,0,[],3,"['L10', 'R2', 'R3']",,False
940,1594,searching,,0,[],4,"['L7', 'L10', 'R2', 'R3']",,False
941,1595,dribbling,L,1,['L10'],4,"['L7', 'L10', 'R2', 'R3']",,False
942,1596,dribbling,L,1,['L10'],4,"['L7', 'L10', 'R2', 'R3']",,False
943,1597,passing,L,1,['L10'],5,"['L7', 'L10', 'L11', 'R2', 'R3']","['L10', 'L9', 'L']",False
944,1598,searching,,0,[],5,"['L7', 'L10', 'L11', 'R2', 'R3']",,False
945,1599,searching,,0,[],5,"['L7', 'L10', 'L11', 'R2', 'R3']",,False
946,1600,searching,,0,[],6,"['L7', 'L9', 'L10', 'L11', 'R2', 'R3']",,False
947,1601,searching,,0,[],4,"['L9', 'L10', 'L11', 'R4']",,False
948,1602,searching,,0,[],3,"['L9', 'L11', 'R4']",,False
949,1603,searching,,0,[],3,"['L9', 'L11', 'R4']",,False
950,1604,dribbling,L,1,['L9'],3,"['L9', 'L11', 'R4']",,False
951,1605,dribbling,L,1,['L9'],3,"['L9', 'L11', 'R4']",,False
952,1606,dribbling,L,1,['L9'],3,"['L9', 'L11', 'R4']",,False
953,1607,dribbling,L,1,['L9'],3,"['L9', 'L11', 'R4']",,False
954,1608,dribbling,L,1,['L9'],5,"['L7', 'L9', 'L11', 'R2', 'R4']",,False
955,1609,searching,,0,[],5,"['L7', 'L9', 'L11', 'R2', 'R4']",,False
956,1610,searching,,0,[],5,"['L7', 'L9', 'L11', 'R2', 'R4']",,False
957,1611,searching,,0,[],6,"['L7', 'L9', 'L10', 'L11', 'R2', 'R4']",,False
958,1612,dribbling,R,1,['R2'],6,"['L7', 'L9', 'L10', 'L11', 'R2', 'R4']",,False
959,1613,dribbling,R,1,['R2'],7,"['L7', 'L9', 'L10', 'L11', 'R2', 'R3', 'R4']",,False
960,1614,dribbling,R,1,['R2'],7,"['L7', 'L9', 'L10', 'L11', 'R2', 'R3', 'R4']",,False
961,1615,dribbling,R,1,['R2'],8,"['L7', 'L9', 'L10', 'L11', 'R2', 'R3', 'R4', 'R6']",,False
962,1616,dribbling,R,1,['R2'],8,"['L7', 'L9', 'L10', 'L11', 'R2', 'R3', 'R4', 'R6']",,False
963,1617,searching,,0,[],8,"['L7', 'L9', 'L10', 'L11', 'R2', 'R3', 'R4', 'R6']",,False
964,1618,searching,,0,[],7,"['L7', 'L9', 'L10', 'L11', 'R2', 'R3', 'R6']",,False
965,1619,searching,,0,[],6,"['L7', 'L10', 'R2', 'R3', 'R6', 'R8']",,False
966,1620,searching,,0,[],6,"['L7', 'L10', 'R2', 'R3', 'R6', 'R8']",,False
967,1621,searching,,0,[],7,"['L6', 'L7', 'L10', 'R2', 'R3', 'R6', 'R8']",,False
968,1622,searching,,0,[],5,"['L6', 'L7', 'R3', 'R6', 'R8']",,False
969,1623,searching,,0,[],5,"['L6', 'L7', 'L8', 'R6', 'R8']",,False
970,1624,searching,,0,[],5,"['L6', 'L7', 'L8', 'R6', 'R8']",,False
971,1625,searching,,0,[],4,"['L6', 'L8', 'R6', 'R8']",,False
972,1626,searching,,0,[],3,"['L6', 'L8', 'R8']",,False
973,1627,searching,,0,[],3,"['L6', 'L8', 'R8']",,False
974,1628,searching,,0,[],3,"['L6', 'L8', 'R8']",,False
975,1629,passing,L,1,['L8'],3,"['L6', 'L8', 'R8']","['L8', 'L6', 'L']",False
976,1630,searching,,0,[],3,"['L6', 'L8', 'R8']",,False
977,1631,searching,,0,[],5,"['L6', 'L8', 'R6', 'R8', 'R11']",,False
978,1632,searching,,0,[],5,"['L6', 'L8', 'R6', 'R8', 'R11']",,False
979,1633,dribbling,L,1,['L6'],5,"['L6', 'L8', 'R6', 'R8', 'R11']",,False
980,1634,passing,L,1,['L6'],5,"['L6', 'L8', 'R6', 'R8', 'R11']","['L6', 'L8', 'L']",False
981,1635,searching,,0,[],5,"['L6', 'L8', 'R6', 'R8', 'R11']",,False
982,1636,searching,,0,[],5,"['L6', 'L8', 'R6', 'R8', 'R11']",,False
983,1637,dribbling,L,1,['L8'],6,"['L6', 'L8', 'R3', 'R6', 'R8', 'R11']",,False
984,1638,dribbling,L,1,['L8'],6,"['L6', 'L8', 'R3', 'R6', 'R8', 'R11']",,False
985,1639,dribbling,L,1,['L8'],6,"['L6', 'L8', 'R3', 'R6', 'R8', 'R11']",,False
986,1640,dribbling,L,1,['L8'],6,"['L6', 'L8', 'R3', 'R6', 'R8', 'R11']",,False
987,1641,dribbling,L,1,['L8'],7,"['L6', 'L7', 'L8', 'R3', 'R6', 'R8', 'R11']",,False
988,1642,dribbling,L,1,['L8'],7,"['L6', 'L7', 'L8', 'R3', 'R6', 'R8', 'R11']",,False
989,1643,dribbling,L,1,['L8'],7,"['L6', 'L7', 'L8', 'R3', 'R6', 'R8', 'R11']",,False
990,1644,dribbling,L,1,['L8'],7,"['L6', 'L7', 'L8', 'R3', 'R6', 'R8', 'R11']",,False
991,1645,dribbling,L,1,['L8'],7,"['L6', 'L7', 'L8', 'R3', 'R6', 'R8', 'R11']",,False
992,1646,dribbling,L,1,['L8'],7,"['L6', 'L7', 'L8', 'R3', 'R6', 'R8', 'R11']",,False
993,1648,searching,,0,[],6,"['L6', 'L7', 'L10', 'R5', 'R6', 'R8']",,False
994,1649,searching,,0,[],8,"['L6', 'L7', 'L10', 'R2', 'R3', 'R5', 'R6', 'R8']",,False
995,1650,dribbling,L,1,['L7'],9,"['L6', 'L7', 'L10', 'L11', 'R2', 'R3', 'R5', 'R6', 'R8']",,False
996,1651,dribbling,L,1,['L7'],7,"['L6', 'L7', 'L10', 'R2', 'R3', 'R6', 'R8']",,False
997,1652,dribbling,L,1,['L7'],6,"['L6', 'L7', 'L10', 'R3', 'R6', 'R8']",,False
998,1653,dribbling,L,1,['L7'],7,"['L6', 'L7', 'L10', 'R2', 'R3', 'R6', 'R8']",,False
999,1654,dribbling,L,1,['L7'],7,"['L6', 'L7', 'L10', 'R2', 'R3', 'R6', 'R8']",,False
1000,1655,dribbling,L,1,['L7'],7,"['L6', 'L7', 'L10', 'R2', 'R3', 'R6', 'R8']",,False
1001,1656,dribbling,L,1,['L7'],8,"['L6', 'L7', 'L10', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
1002,1657,dribbling,L,1,['L7'],8,"['L6', 'L7', 'L10', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
1003,1658,dribbling,L,1,['L7'],8,"['L6', 'L7', 'L10', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
1004,1659,dribbling,L,1,['L7'],8,"['L6', 'L7', 'L10', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
1005,1660,dribbling,L,1,['L7'],8,"['L6', 'L7', 'L10', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
1006,1661,dribbling,L,1,['L7'],7,"['L6', 'L7', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
1007,1662,dribbling,L,1,['L7'],8,"['L6', 'L7', 'L11', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
1008,1663,dribbling,L,1,['L7'],8,"['L6', 'L7', 'L11', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
1009,1664,searching,,0,[],7,"['L6', 'L7', 'L11', 'R2', 'R3', 'R6', 'R11']",,False
1010,1665,dribbling,L,1,['L7'],5,"['L6', 'L7', 'R3', 'R6', 'R11']",,False
1011,1666,dribbling,L,1,['L7'],5,"['L6', 'L7', 'R3', 'R6', 'R11']",,False
1012,1667,dribbling,L,1,['L7'],4,"['L6', 'L7', 'R6', 'R11']",,False
1013,1668,dribbling,L,1,['L7'],4,"['L6', 'L7', 'R6', 'R11']",,False
1014,1669,dribbling,L,1,['L7'],5,"['L6', 'L7', 'R6', 'R7', 'R11']",,False
1015,1670,dribbling,L,1,['L7'],7,"['L6', 'L7', 'L11', 'R2', 'R6', 'R7', 'R11']",,False
1016,1671,dribbling,L,1,['L7'],5,"['L6', 'L7', 'R6', 'R7', 'R11']",,False
1017,1672,dribbling,L,1,['L7'],4,"['L6', 'L7', 'R6', 'R11']",,False
1018,1673,dribbling,L,1,['L7'],5,"['L6', 'L7', 'R3', 'R6', 'R11']",,False
1019,1674,dribbling,L,1,['L7'],5,"['L6', 'L7', 'R2', 'R6', 'R11']",,False
1020,1675,dribbling,L,1,['L7'],5,"['L6', 'L7', 'R2', 'R6', 'R11']",,False
1021,1676,dribbling,L,1,['L7'],4,"['L6', 'L7', 'R6', 'R11']",,False
1022,1677,dribbling,L,1,['L7'],4,"['L6', 'L7', 'R6', 'R11']",,False
1023,1678,dribbling,L,1,['L7'],5,"['L6', 'L7', 'R6', 'R7', 'R11']",,False
1024,1679,passing,L,1,['L7'],4,"['L6', 'L7', 'R6', 'R11']","['L7', 'L8', 'L']",False
1025,1680,searching,,0,[],6,"['L6', 'L7', 'L10', 'R3', 'R6', 'R8']",,False
1026,1681,searching,,0,[],6,"['L6', 'L7', 'L10', 'R3', 'R6', 'R8']",,False
1027,1682,searching,,0,[],7,"['L7', 'L8', 'L10', 'R3', 'R5', 'R6', 'R8']",,False
1028,1683,searching,,0,[],5,"['L8', 'L10', 'R3', 'R5', 'R8']",,False
1029,1684,searching,,0,[],4,"['L8', 'L10', 'R5', 'R8']",,False
1030,1685,dribbling,L,1,['L8'],4,"['L8', 'L10', 'R5', 'R8']",,False
1031,1686,dribbling,L,1,['L8'],4,"['L8', 'L10', 'R5', 'R8']",,False
1032,1687,dribbling,L,1,['L8'],4,"['L8', 'L10', 'R5', 'R8']",,False
1033,1688,dribbling,L,1,['L8'],4,"['L8', 'L10', 'R5', 'R8']",,False
1034,1689,dribbling,L,1,['L8'],4,"['L8', 'L10', 'R5', 'R8']",,False
1035,1690,passing,L,1,['L8'],4,"['L8', 'L10', 'R5', 'R8']","['L8', 'L7', 'L']",False
1036,1691,searching,,0,[],3,"['L8', 'L10', 'R8']",,False
1037,1692,searching,,0,[],6,"['L6', 'L7', 'L8', 'L10', 'R3', 'R8']",,False
1038,1693,searching,,0,[],7,"['L6', 'L7', 'L8', 'L10', 'R3', 'R6', 'R8']",,False
1039,1694,searching,,0,[],7,"['L6', 'L7', 'L8', 'L10', 'R3', 'R6', 'R8']",,False
1040,1695,dribbling,L,1,['L7'],6,"['L6', 'L7', 'L10', 'R3', 'R6', 'R8']",,False
1041,1696,dribbling,L,1,['L7'],6,"['L6', 'L7', 'L10', 'R3', 'R6', 'R8']",,False
1042,1697,dribbling,L,1,['L7'],5,"['L6', 'L7', 'L10', 'R6', 'R8']",,False
1043,1698,dribbling,L,1,['L7'],5,"['L6', 'L7', 'L10', 'R6', 'R8']",,False
1044,1699,dribbling,L,1,['L7'],7,"['L6', 'L7', 'L8', 'L10', 'R6', 'R8', 'R11']",,False
1045,1700,passing,L,1,['L7'],5,"['L6', 'L7', 'R6', 'R8', 'R11']","['L7', 'L6', 'L']",False
1046,1701,searching,,0,[],4,"['L6', 'L7', 'R6', 'R11']",,False
1047,1702,searching,,0,[],4,"['L6', 'L7', 'R6', 'R11']",,False
1048,1703,searching,,0,[],4,"['L6', 'L7', 'R6', 'R11']",,False
1049,1704,passing,L,1,['L6'],4,"['L6', 'L7', 'R6', 'R11']","['L6', 'L7', 'L']",False
1050,1705,searching,,0,[],4,"['L6', 'L7', 'R6', 'R11']",,False
1051,1706,searching,,0,[],6,"['L6', 'L7', 'R3', 'R6', 'R8', 'R11']",,False
1052,1707,searching,,0,[],7,"['L6', 'L7', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
1053,1708,dribbling,L,1,['L7'],8,"['L6', 'L7', 'L10', 'R2', 'R3', 'R6', 'R8', 'R11']",,False
1054,1709,passing,L,1,['L7'],7,"['L6', 'L7', 'L10', 'R3', 'R6', 'R8', 'R11']","['L7', 'L8', 'L']",False
1055,1710,searching,,0,[],8,"['L6', 'L7', 'L8', 'L10', 'R3', 'R5', 'R6', 'R8']",,False
1056,1711,searching,,0,[],8,"['L6', 'L7', 'L8', 'L10', 'R3', 'R5', 'R6', 'R8']",,False
1057,1712,searching,,0,[],6,"['L7', 'L8', 'L10', 'R3', 'R5', 'R8']",,False
1058,1713,dribbling,L,1,['L8'],5,"['L7', 'L8', 'L10', 'R5', 'R8']",,False
1059,1714,dribbling,L,1,['L8'],5,"['L7', 'L8', 'L10', 'R5', 'R8']",,False
1060,1715,dribbling,L,1,['L8'],5,"['L7', 'L8', 'L10', 'R5', 'R8']",,False
1061,1716,dribbling,L,1,['L8'],4,"['L8', 'L10', 'R5', 'R8']",,False
1062,1717,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1063,1718,searching,,0,[],3,"['L8', 'R5', 'R8']",,False
1064,1719,searching,,0,[],3,"['L8', 'R5', 'R8']",,False
1065,1720,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1066,1721,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1067,1722,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1068,1723,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1069,1724,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1070,1725,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1071,1726,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1072,1727,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1073,1728,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1074,1729,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1075,1730,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1076,1731,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1077,1732,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1078,1733,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1079,1734,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1080,1735,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1081,1736,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1082,1737,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1083,1738,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1084,1739,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1085,1740,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1086,1741,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1087,1742,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1088,1743,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1089,1744,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1090,1745,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1091,1746,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1092,1747,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1093,1748,dribbling,L,1,['L8'],3,"['L8', 'R5', 'R8']",,False
1094,1749,passing,L,1,['L8'],3,"['L8', 'R5', 'R8']","['L8', 'L6', 'L']",False
1095,1750,searching,,0,[],3,"['L8', 'R5', 'R8']",,False
1096,1751,searching,,0,[],3,"['L8', 'R5', 'R8']",,False
1097,1752,searching,,0,[],3,"['L8', 'R5', 'R8']",,False
1098,1753,searching,,0,[],5,"['L6', 'L8', 'L10', 'R6', 'R8']",,False
1099,1754,searching,,0,[],4,"['L6', 'L10', 'R6', 'R8']",,False
1100,1755,searching,,0,[],4,"['L6', 'L10', 'R6', 'R8']",,False
1101,1756,searching,,0,[],3,"['L6', 'R6', 'R8']",,False
1102,1757,dribbling,L,1,['L6'],2,"['L6', 'R6']",,False
1103,1758,dribbling,L,1,['L6'],3,"['L6', 'R6', 'R8']",,False
1104,1759,dribbling,L,1,['L6'],5,"['L6', 'L7', 'R3', 'R6', 'R8']",,False
1105,1760,dribbling,L,1,['L6'],6,"['L6', 'L7', 'L10', 'R3', 'R6', 'R8']",,False
1106,1761,dribbling,L,1,['L6'],6,"['L6', 'L7', 'L10', 'R3', 'R6', 'R8']",,False
1107,1762,passing,L,1,['L6'],6,"['L6', 'L7', 'L10', 'R3', 'R6', 'R8']","['L6', 'L10', 'L']",False
1108,1763,searching,,0,[],6,"['L6', 'L7', 'L10', 'R3', 'R6', 'R8']",,False
1109,1764,searching,,0,[],7,"['L6', 'L7', 'L10', 'R3', 'R5', 'R6', 'R8']",,False
1110,1765,searching,,0,[],7,"['L6', 'L7', 'L10', 'R3', 'R5', 'R6', 'R8']",,False
1111,1766,searching,,0,[],7,"['L6', 'L7', 'L10', 'R3', 'R5', 'R6', 'R8']",,False
1112,1767,dribbling,L,1,['L10'],7,"['L6', 'L7', 'L10', 'R3', 'R5', 'R6', 'R8']",,False
1113,1768,dribbling,L,1,['L10'],6,"['L7', 'L10', 'R3', 'R5', 'R6', 'R8']",,False
1114,1769,dribbling,L,1,['L10'],5,"['L10', 'R3', 'R5', 'R6', 'R8']",,False
1115,1770,dribbling,L,1,['L10'],5,"['L10', 'R3', 'R5', 'R6', 'R8']",,False
1116,1771,dribbling,L,1,['L10'],6,"['L7', 'L10', 'R3', 'R5', 'R6', 'R8']",,False
1117,1772,searching,,0,[],6,"['L7', 'L10', 'R3', 'R5', 'R6', 'R8']",,False
1118,1773,dribbling,L,1,['L10'],6,"['L7', 'L10', 'R3', 'R5', 'R6', 'R8']",,False
