,time,action,sideWithBall,lenOfNearest,nearestPlayer,lenOfMiddleDist,middleDistPlayer,passPair,goalIsNearest
0,96,dribbling,L,1,['L6'],4,"['L6', 'L7', 'L8', 'L11']",,False
1,97,dribbling,L,1,['L6'],4,"['L6', 'L7', 'L8', 'L11']",,False
2,98,passing,L,1,['L6'],4,"['L6', 'L7', 'L8', 'L11']","['L6', 'L8', 'L']",False
3,99,searching,,0,[],4,"['L6', 'L7', 'L8', 'L11']",,False
4,100,searching,,0,[],3,"['L6', 'L8', 'L11']",,False
5,101,searching,,0,[],4,"['L6', 'L8', 'L11', 'R6']",,False
6,102,dribbling,L,1,['L8'],5,"['L6', 'L8', 'L11', 'R6', 'R7']",,False
7,103,passing,L,1,['L8'],6,"['L6', 'L8', 'L11', 'R6', 'R7', 'R11']","['L8', 'L11', 'L']",False
8,104,searching,,0,[],6,"['L6', 'L8', 'L11', 'R6', 'R7', 'R11']",,False
9,105,searching,,0,[],6,"['L6', 'L8', 'L11', 'R6', 'R7', 'R11']",,False
10,106,dribbling,L,1,['L11'],7,"['L6', 'L8', 'L11', 'R3', 'R6', 'R7', 'R11']",,False
11,107,dribbling,L,1,['L11'],7,"['L6', 'L8', 'L11', 'R3', 'R6', 'R7', 'R11']",,False
12,108,dribbling,L,1,['L11'],7,"['L6', 'L8', 'L11', 'R3', 'R6', 'R7', 'R11']",,False
13,109,dribbling,L,1,['L11'],7,"['L6', 'L8', 'L11', 'R3', 'R6', 'R7', 'R11']",,False
14,110,searching,,2,"['L6', 'L11']",7,"['L6', 'L8', 'L11', 'R3', 'R6', 'R7', 'R11']",,False
15,111,searching,,2,"['L6', 'L11']",7,"['L6', 'L8', 'L11', 'R3', 'R6', 'R7', 'R11']",,False
16,112,searching,,0,[],7,"['L6', 'L8', 'L11', 'R3', 'R6', 'R7', 'R11']",,False
17,113,searching,,0,[],7,"['L6', 'L8', 'L11', 'R3', 'R6', 'R7', 'R11']",,False
18,114,passing,L,1,['L8'],7,"['L6', 'L8', 'L11', 'R3', 'R6', 'R7', 'R11']","['L8', 'L10', 'L']",False
19,115,searching,,0,[],6,"['L6', 'L8', 'L11', 'R6', 'R7', 'R11']",,False
20,116,searching,,0,[],3,"['L8', 'L11', 'R7']",,False
21,117,searching,,0,[],3,"['L8', 'R7', 'R9']",,False
22,118,searching,,0,[],3,"['L8', 'R7', 'R9']",,False
23,119,searching,,0,[],2,"['L10', 'R9']",,False
24,120,searching,,0,[],2,"['L10', 'R9']",,False
25,121,searching,,0,[],3,"['L10', 'R4', 'R9']",,False
26,122,searching,,0,[],3,"['L10', 'R4', 'R9']",,False
27,123,dribbling,L,1,['L10'],3,"['L10', 'R4', 'R9']",,False
28,124,dribbling,L,1,['L10'],3,"['L10', 'R4', 'R9']",,False
29,125,dribbling,L,1,['L10'],3,"['L10', 'R4', 'R9']",,False
30,126,dribbling,L,1,['L10'],3,"['L10', 'R4', 'R9']",,False
31,127,fight,,2,"['L10', 'R9']",4,"['L8', 'L10', 'R4', 'R9']",,False
32,128,searching,,0,[],4,"['L8', 'L10', 'R4', 'R9']",,False
33,129,searching,,0,[],4,"['L8', 'L10', 'R4', 'R9']",,False
34,130,searching,,0,[],4,"['L8', 'L10', 'R4', 'R9']",,False
35,131,searching,,0,[],5,"['L10', 'R3', 'R4', 'R7', 'R9']",,False
36,132,searching,,0,[],3,"['R2', 'R3', 'R4']",,False
37,133,searching,,0,[],3,"['R2', 'R3', 'R4']",,False
38,134,searching,,0,[],3,"['R2', 'R3', 'R4']",,False
39,135,searching,,0,[],3,"['R2', 'R3', 'R4']",,False
40,136,searching,,0,[],2,"['R2', 'R3']",,False
41,137,dribbling,R,1,['R2'],2,"['R2', 'R3']",,False
42,138,dribbling,R,1,['R2'],2,"['R2', 'R3']",,False
43,139,dribbling,R,1,['R2'],2,"['R2', 'R3']",,False
44,140,dribbling,R,1,['R2'],2,"['R2', 'R3']",,False
45,141,dribbling,R,1,['R2'],4,"['L11', 'R2', 'R3', 'R4']",,False
46,142,dribbling,R,1,['R2'],4,"['L11', 'R2', 'R3', 'R4']",,False
47,143,dribbling,R,1,['R2'],3,"['L11', 'R2', 'R3']",,False
48,144,dribbling,R,1,['R2'],3,"['L11', 'R2', 'R3']",,False
49,145,dribbling,R,1,['R2'],4,"['L11', 'R2', 'R3', 'R4']",,False
50,146,passing,R,1,['R2'],3,"['L11', 'R2', 'R3']","['R2', 'R3', 'R']",False
51,147,searching,,0,[],3,"['L11', 'R2', 'R3']",,False
52,148,searching,,0,[],3,"['L11', 'R2', 'R3']",,False
53,149,dribbling,R,1,['R3'],3,"['L11', 'R2', 'R3']",,False
54,150,passing,R,1,['R3'],3,"['L11', 'R2', 'R3']","['R3', 'R4', 'R']",False
55,151,searching,,0,[],4,"['L11', 'R2', 'R3', 'R4']",,False
56,152,searching,,0,[],4,"['L11', 'R2', 'R3', 'R4']",,False
57,153,searching,,0,[],4,"['L11', 'R2', 'R3', 'R4']",,False
58,154,searching,,0,[],3,"['L11', 'R3', 'R4']",,False
59,155,dribbling,R,1,['R4'],3,"['L10', 'L11', 'R4']",,False
60,156,passing,R,1,['R4'],3,"['L10', 'L11', 'R4']","['R4', 'R7', 'R']",False
61,157,searching,,0,[],4,"['L10', 'L11', 'R4', 'R7']",,False
62,158,searching,,0,[],3,"['L10', 'R4', 'R7']",,False
63,159,searching,,0,[],3,"['L10', 'R4', 'R7']",,False
64,160,searching,,0,[],4,"['L8', 'L10', 'R4', 'R7']",,False
65,161,dribbling,R,1,['R7'],3,"['L8', 'L10', 'R7']",,False
66,162,passing,R,1,['R7'],3,"['L8', 'L10', 'R7']","['R7', 'R9', 'R']",False
67,163,searching,,0,[],3,"['L8', 'L10', 'R7']",,False
68,164,searching,,0,[],3,"['L8', 'L10', 'R7']",,False
69,165,searching,,0,[],5,"['L5', 'L8', 'L10', 'R7', 'R9']",,False
70,166,searching,,0,[],5,"['L5', 'L8', 'L10', 'R7', 'R9']",,False
71,167,searching,,0,[],3,"['L5', 'L8', 'R9']",,False
72,168,searching,,0,[],3,"['L5', 'L8', 'R9']",,False
73,169,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
74,170,dribbling,R,1,['R9'],3,"['L5', 'L8', 'R9']",,False
75,171,dribbling,R,1,['R9'],3,"['L5', 'L8', 'R9']",,False
76,172,dribbling,R,1,['R9'],3,"['L5', 'L8', 'R9']",,False
77,173,dribbling,R,1,['R9'],3,"['L5', 'L8', 'R9']",,False
78,174,dribbling,R,1,['R9'],3,"['L5', 'L8', 'R9']",,False
79,175,dribbling,R,1,['R9'],3,"['L5', 'L8', 'R9']",,False
80,176,dribbling,R,1,['R9'],3,"['L5', 'L8', 'R9']",,False
81,177,dribbling,R,1,['R9'],4,"['L5', 'L8', 'R7', 'R9']",,False
82,178,dribbling,R,1,['R9'],4,"['L5', 'L8', 'R7', 'R9']",,False
83,179,passing,R,1,['R9'],4,"['L5', 'L8', 'R7', 'R9']","['R9', 'R2', 'R']",False
84,180,searching,,0,[],5,"['L5', 'L8', 'L10', 'R7', 'R9']",,False
85,181,searching,,0,[],5,"['L5', 'L8', 'L10', 'R7', 'R9']",,False
86,182,searching,,0,[],5,"['L5', 'L8', 'L10', 'R7', 'R9']",,False
87,183,searching,,0,[],4,"['L8', 'L10', 'R2', 'R7']",,False
88,184,searching,,0,[],5,"['L6', 'L8', 'L10', 'R2', 'R7']",,False
89,185,searching,,0,[],4,"['L6', 'L10', 'R2', 'R7']",,False
90,186,searching,,0,[],3,"['L6', 'L10', 'R2']",,False
91,187,dribbling,R,1,['R2'],3,"['L6', 'L10', 'R2']",,False
92,188,dribbling,R,1,['R2'],3,"['L6', 'L11', 'R2']",,False
93,189,dribbling,R,1,['R2'],3,"['L6', 'L11', 'R2']",,False
94,190,dribbling,R,1,['R2'],4,"['L6', 'L10', 'L11', 'R2']",,False
95,191,dribbling,R,1,['R2'],5,"['L6', 'L8', 'L10', 'L11', 'R2']",,False
96,192,dribbling,R,1,['R2'],6,"['L3', 'L6', 'L8', 'L10', 'L11', 'R2']",,False
97,193,dribbling,R,1,['R2'],6,"['L3', 'L6', 'L8', 'L10', 'L11', 'R2']",,False
98,194,dribbling,R,1,['R2'],7,"['L3', 'L6', 'L8', 'L10', 'L11', 'R2', 'R11']",,False
99,195,dribbling,R,1,['R2'],7,"['L3', 'L6', 'L8', 'L10', 'L11', 'R2', 'R11']",,False
100,196,dribbling,R,1,['R2'],7,"['L3', 'L6', 'L8', 'L10', 'L11', 'R2', 'R11']",,False
101,197,dribbling,R,1,['R2'],7,"['L3', 'L6', 'L8', 'L10', 'L11', 'R2', 'R11']",,False
102,198,dribbling,R,1,['R2'],7,"['L3', 'L6', 'L8', 'L10', 'L11', 'R2', 'R11']",,False
103,199,dribbling,R,1,['R2'],5,"['L6', 'L10', 'L11', 'R2', 'R11']",,False
104,200,dribbling,R,1,['R2'],4,"['L6', 'L11', 'R2', 'R11']",,False
105,201,dribbling,R,1,['R2'],4,"['L6', 'L11', 'R2', 'R11']",,False
106,202,passing,R,1,['R2'],4,"['L6', 'L11', 'R2', 'R11']","['R2', 'R3', 'R']",False
107,203,searching,,0,[],2,"['L11', 'R2']",,False
108,204,searching,,0,[],2,"['L11', 'R2']",,False
109,205,searching,,0,[],3,"['L11', 'R2', 'R3']",,False
110,206,searching,,0,[],3,"['L11', 'R2', 'R3']",,False
111,207,searching,,0,[],3,"['L11', 'R2', 'R3']",,False
112,208,searching,,0,[],1,['R3'],,False
113,209,dribbling,R,1,['R3'],1,['R3'],,False
114,210,dribbling,R,1,['R3'],2,"['R2', 'R3']",,False
115,211,dribbling,R,1,['R3'],2,"['R2', 'R3']",,False
116,212,dribbling,R,1,['R3'],2,"['R2', 'R3']",,False
117,213,dribbling,R,1,['R3'],2,"['R2', 'R3']",,False
118,214,dribbling,R,1,['R3'],3,"['L6', 'R2', 'R3']",,False
119,215,dribbling,R,1,['R3'],3,"['L6', 'R2', 'R3']",,False
120,216,passing,R,2,"['R2', 'R3']",3,"['L6', 'R2', 'R3']","['R3', 'R5', 'R']",False
121,217,passing,R,2,"['R2', 'R3']",3,"['L6', 'R2', 'R3']","[None, 'R5', 'R']",False
122,218,searching,,0,[],2,"['R2', 'R3']",,False
123,219,searching,,0,[],3,"['L7', 'R2', 'R3']",,False
124,220,searching,,0,[],3,"['L7', 'R2', 'R3']",,False
125,221,searching,,0,[],3,"['L7', 'R2', 'R5']",,False
126,222,searching,,0,[],3,"['L7', 'R2', 'R5']",,False
127,223,searching,,0,[],2,"['L7', 'R5']",,False
128,224,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
129,225,dribbling,R,1,['R5'],2,"['R5', 'R8']",,False
130,226,passing,R,1,['R5'],3,"['L7', 'R5', 'R8']","['R5', 'R8', 'R']",False
131,227,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
132,228,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
133,229,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
134,230,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
135,231,dribbling,R,1,['R8'],3,"['L7', 'R5', 'R8']",,False
136,232,dribbling,R,1,['R8'],3,"['L7', 'R5', 'R8']",,False
137,233,dribbling,R,1,['R8'],3,"['L7', 'R5', 'R8']",,False
138,234,dribbling,R,1,['R8'],3,"['L7', 'R5', 'R8']",,False
139,235,dribbling,R,1,['R8'],3,"['L7', 'R5', 'R8']",,False
140,236,passing,R,1,['R8'],3,"['L7', 'R5', 'R8']","['R8', 'R10', 'R']",False
141,237,searching,,0,[],4,"['L7', 'L9', 'R5', 'R8']",,False
142,238,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
143,239,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
144,240,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
145,241,searching,,0,[],3,"['L4', 'L9', 'R10']",,False
146,242,searching,,0,[],3,"['L4', 'L9', 'R10']",,False
147,243,searching,,0,[],3,"['L4', 'L9', 'R10']",,False
148,244,dribbling,R,1,['R10'],3,"['L4', 'L9', 'R10']",,False
149,245,searching,,0,[],3,"['L4', 'L9', 'R10']",,False
150,246,searching,,0,[],2,"['L4', 'R10']",,False
151,247,searching,,0,[],2,"['L4', 'R10']",,False
152,248,searching,,0,[],2,"['L4', 'R10']",,False
153,249,searching,,0,[],2,"['L4', 'R10']",,False
154,346,searching,,0,[],4,"['L4', 'L9', 'R8', 'R10']",,False
155,347,searching,,0,[],4,"['L4', 'L9', 'R8', 'R10']",,False
156,348,dribbling,L,1,['L9'],4,"['L4', 'L9', 'R8', 'R10']",,False
157,349,dribbling,L,1,['L9'],4,"['L4', 'L9', 'R8', 'R10']",,False
158,350,dribbling,L,1,['L9'],4,"['L4', 'L9', 'R8', 'R10']",,False
159,351,dribbling,L,1,['L9'],4,"['L4', 'L9', 'R8', 'R10']",,False
160,352,dribbling,L,1,['L9'],4,"['L4', 'L9', 'R8', 'R10']",,False
161,353,dribbling,L,1,['L9'],4,"['L4', 'L9', 'R8', 'R10']",,False
162,354,dribbling,L,1,['L9'],4,"['L4', 'L9', 'R8', 'R10']",,False
163,355,passing,L,2,"['L9', 'R10']",4,"['L4', 'L9', 'R8', 'R10']","['L9', 'L4', 'L']",False
164,356,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
165,357,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
166,358,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
167,359,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
168,360,dribbling,L,1,['L4'],6,"['L2', 'L4', 'L7', 'L9', 'R8', 'R10']",,False
169,361,passing,L,1,['L4'],5,"['L4', 'L7', 'L9', 'R8', 'R10']","['L4', 'L7', 'L']",False
170,362,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
171,363,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
172,364,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
173,365,dribbling,L,1,['L7'],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
174,366,passing,L,1,['L7'],3,"['L4', 'L7', 'R8']","['L7', 'L8', 'L']",False
175,367,searching,,0,[],5,"['L6', 'L7', 'R6', 'R8', 'R11']",,False
176,368,searching,,0,[],5,"['L6', 'L7', 'R6', 'R8', 'R11']",,False
177,369,searching,,0,[],4,"['L6', 'L7', 'R6', 'R11']",,False
178,370,searching,,0,[],4,"['L6', 'L7', 'R6', 'R11']",,False
179,371,searching,,0,[],3,"['L6', 'R6', 'R11']",,False
180,372,searching,,0,[],3,"['L6', 'L8', 'R6']",,False
181,373,searching,,0,[],5,"['L3', 'L6', 'L8', 'R6', 'R7']",,False
182,374,searching,,0,[],5,"['L3', 'L6', 'L8', 'R6', 'R7']",,False
183,375,passing,L,1,['L8'],5,"['L3', 'L6', 'L8', 'R6', 'R7']","['L8', 'L10', 'L']",False
184,376,searching,,0,[],4,"['L6', 'L8', 'R6', 'R7']",,False
185,377,searching,,0,[],3,"['L8', 'R6', 'R7']",,False
186,378,searching,,0,[],3,"['L8', 'R6', 'R7']",,False
187,379,searching,,0,[],3,"['L8', 'R6', 'R7']",,False
188,380,searching,,0,[],1,['R7'],,False
189,381,searching,,0,[],2,"['L10', 'R7']",,False
190,382,searching,,0,[],1,['L10'],,False
191,383,searching,,0,[],2,"['L10', 'R4']",,False
192,384,searching,,0,[],2,"['L10', 'R4']",,False
193,385,dribbling,L,1,['L10'],2,"['L10', 'R4']",,False
194,386,dribbling,L,1,['L10'],2,"['L10', 'R4']",,False
195,387,dribbling,L,1,['L10'],2,"['L10', 'R4']",,False
196,388,dribbling,L,1,['L10'],2,"['L10', 'R4']",,False
197,389,dribbling,L,1,['L10'],2,"['L10', 'R4']",,False
198,390,dribbling,L,1,['L10'],2,"['L10', 'R4']",,False
199,391,dribbling,L,1,['L10'],2,"['L10', 'R4']",,False
200,392,dribbling,L,1,['L10'],2,"['L10', 'R4']",,False
201,393,dribbling,L,1,['L10'],3,"['L10', 'R4', 'R9']",,False
202,394,searching,,0,[],2,"['L10', 'R4']",,False
203,395,searching,,0,[],2,"['L10', 'R4']",,False
204,396,searching,,0,[],2,"['L10', 'R4']",,False
205,397,searching,,0,[],2,"['L10', 'R4']",,False
206,398,searching,,0,[],2,"['L10', 'R4']",,False
207,399,searching,,0,[],2,"['L10', 'R4']",,False
208,400,searching,,0,[],2,"['L10', 'R4']",,False
209,401,searching,,0,[],2,"['L10', 'R4']",,False
210,402,searching,,0,[],2,"['L10', 'R4']",,False
211,403,searching,,0,[],2,"['L10', 'R4']",,False
212,404,searching,,0,[],2,"['L10', 'R4']",,False
213,405,dribbling,R,1,['R4'],2,"['L10', 'R4']",,False
214,406,fight,,2,"['L10', 'R4']",2,"['L10', 'R4']",,False
215,501,searching,,0,[],3,"['R2', 'R4', 'R7']",,False
216,502,searching,,0,[],3,"['R2', 'R4', 'R7']",,False
217,503,searching,,0,[],4,"['L8', 'R2', 'R4', 'R7']",,False
218,504,searching,,0,[],3,"['L8', 'R2', 'R7']",,False
219,505,dribbling,R,1,['R2'],3,"['L8', 'R2', 'R7']",,False
220,506,dribbling,R,1,['R2'],3,"['L8', 'R2', 'R7']",,False
221,507,dribbling,R,1,['R2'],3,"['L8', 'R2', 'R7']",,False
222,508,passing,R,1,['R2'],3,"['L8', 'R2', 'R7']","['R2', 'R5', 'R']",False
223,509,searching,,0,[],2,"['R2', 'R3']",,False
224,510,searching,,0,[],2,"['R2', 'R3']",,False
225,511,searching,,0,[],2,"['R2', 'R3']",,False
226,512,searching,,0,[],2,"['R2', 'R3']",,False
227,513,searching,,0,[],2,"['L7', 'R3']",,False
228,514,searching,,0,[],2,"['L7', 'R3']",,False
229,515,searching,,0,[],2,"['L7', 'R3']",,False
230,516,searching,,0,[],3,"['L7', 'R3', 'R5']",,False
231,517,searching,,0,[],3,"['L7', 'R3', 'R5']",,False
232,518,searching,,0,[],3,"['L7', 'R3', 'R5']",,False
233,519,searching,,0,[],3,"['L7', 'R3', 'R5']",,False
234,520,searching,,0,[],2,"['L7', 'R5']",,False
235,521,searching,,0,[],2,"['L7', 'R5']",,False
236,522,passing,R,1,['R5'],3,"['L7', 'R5', 'R8']","['R5', 'R8', 'R']",False
237,523,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
238,524,searching,,0,[],4,"['L7', 'L9', 'R5', 'R8']",,False
239,525,searching,,0,[],4,"['L7', 'L9', 'R5', 'R8']",,False
240,526,searching,,0,[],4,"['L7', 'L9', 'R5', 'R8']",,False
241,527,dribbling,R,1,['R8'],4,"['L7', 'L9', 'R5', 'R8']",,False
242,528,passing,R,1,['R8'],4,"['L7', 'L9', 'R5', 'R8']","['R8', 'R10', 'R']",False
243,529,searching,,0,[],4,"['L4', 'L7', 'L9', 'R8']",,False
244,530,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
245,531,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
246,532,searching,,0,[],4,"['L4', 'L9', 'R8', 'R10']",,False
247,533,searching,,0,[],3,"['L4', 'L9', 'R10']",,False
248,534,searching,,0,[],3,"['L4', 'L9', 'R10']",,False
249,535,dribbling,R,1,['R10'],2,"['L4', 'R10']",,False
250,536,dribbling,R,1,['R10'],3,"['L4', 'L9', 'R10']",,False
251,537,dribbling,R,1,['R10'],3,"['L4', 'L9', 'R10']",,False
252,538,passing,R,1,['R10'],3,"['L4', 'L9', 'R10']","['R10', 'R8', 'R']",False
253,539,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
254,540,searching,,0,[],5,"['L4', 'L7', 'L9', 'R8', 'R10']",,False
255,541,searching,,0,[],4,"['L7', 'L9', 'R8', 'R10']",,False
256,542,passing,R,1,['R8'],4,"['L7', 'L9', 'R5', 'R8']","['R8', 'R3', 'R']",False
257,543,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
258,544,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
259,545,searching,,0,[],4,"['L7', 'R3', 'R5', 'R8']",,False
260,546,searching,,0,[],3,"['R2', 'R3', 'R5']",,False
261,547,searching,,0,[],2,"['R2', 'R3']",,False
262,548,searching,,0,[],2,"['R2', 'R3']",,False
263,549,passing,R,1,['R3'],2,"['R2', 'R3']","['R3', 'R2', 'R']",False
264,550,searching,,0,[],2,"['R2', 'R3']",,False
265,551,dribbling,R,1,['R2'],2,"['R2', 'R3']",,False
266,552,dribbling,R,1,['R2'],2,"['R2', 'R3']",,False
267,553,passing,R,1,['R2'],2,"['R2', 'R3']","['R2', 'R7', 'R']",False
268,554,searching,,0,[],2,"['R2', 'R3']",,False
269,555,searching,,0,[],4,"['L8', 'R2', 'R3', 'R6']",,False
270,556,searching,,0,[],4,"['L8', 'L11', 'R2', 'R6']",,False
271,557,searching,,0,[],4,"['L8', 'L11', 'R2', 'R6']",,False
272,558,searching,,0,[],4,"['L8', 'L10', 'L11', 'R4']",,False
273,559,searching,,0,[],4,"['L8', 'L10', 'R4', 'R7']",,False
274,560,searching,,0,[],4,"['L8', 'L10', 'R4', 'R7']",,False
275,561,searching,,0,[],4,"['L8', 'L10', 'R4', 'R7']",,False
276,562,searching,,0,[],4,"['L8', 'L10', 'R4', 'R7']",,False
277,563,passing,R,1,['R7'],4,"['L8', 'L10', 'R4', 'R7']","['R7', 'R9', 'R']",False
278,564,searching,,0,[],4,"['L5', 'L8', 'L10', 'R7']",,False
279,565,searching,,0,[],5,"['L5', 'L8', 'L10', 'R7', 'R9']",,False
280,566,searching,,0,[],5,"['L5', 'L8', 'L10', 'R7', 'R9']",,False
281,567,searching,,0,[],5,"['L5', 'L8', 'L10', 'R7', 'R9']",,False
282,568,searching,,0,[],4,"['L5', 'L10', 'R7', 'R9']",,False
283,569,searching,,0,[],2,"['L5', 'R9']",,False
284,570,searching,,0,[],2,"['L5', 'R9']",,False
285,571,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
286,572,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
287,573,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
288,574,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
289,575,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
290,576,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
291,577,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
292,578,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
293,579,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
294,580,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
295,581,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
296,582,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
297,583,dribbling,R,1,['R9'],2,"['L5', 'R9']",,False
298,584,passing,R,1,['R9'],3,"['L5', 'L10', 'R9']","['R9', 'R7', 'R']",False
299,585,searching,,0,[],5,"['L5', 'L8', 'L10', 'R7', 'R9']",,False
300,586,searching,,0,[],5,"['L5', 'L8', 'L10', 'R7', 'R9']",,False
301,587,searching,,0,[],4,"['L8', 'L10', 'R7', 'R9']",,False
302,588,dribbling,R,1,['R7'],3,"['L8', 'L10', 'R7']",,False
303,589,dribbling,R,1,['R7'],3,"['L8', 'L10', 'R7']",,False
304,590,passing,R,1,['R7'],3,"['L8', 'L10', 'R7']","['R7', 'R2', 'R']",False
305,591,searching,,0,[],4,"['L5', 'L8', 'L10', 'R7']",,False
306,592,searching,,0,[],3,"['L8', 'L10', 'R7']",,False
307,593,searching,,0,[],4,"['L8', 'L10', 'R2', 'R7']",,False
308,594,searching,,0,[],5,"['L6', 'L8', 'L10', 'R2', 'R7']",,False
309,595,searching,,0,[],3,"['L6', 'L10', 'R2']",,False
310,596,searching,,0,[],3,"['L6', 'L10', 'R2']",,False
311,597,searching,,0,[],3,"['L6', 'L10', 'R2']",,False
312,598,dribbling,R,1,['R2'],4,"['L6', 'L10', 'R2', 'R11']",,False
313,599,dribbling,R,1,['R2'],4,"['L6', 'L10', 'L11', 'R2']",,False
314,600,dribbling,R,1,['R2'],6,"['L3', 'L6', 'L10', 'L11', 'R2', 'R11']",,False
315,601,dribbling,R,1,['R2'],6,"['L3', 'L6', 'L10', 'L11', 'R2', 'R11']",,False
316,602,passing,R,1,['R2'],6,"['L3', 'L6', 'L10', 'L11', 'R2', 'R11']","['R2', 'R3', 'R']",False
317,603,searching,,0,[],4,"['L6', 'L10', 'L11', 'R2']",,False
318,604,searching,,0,[],3,"['L6', 'L11', 'R2']",,False
319,605,searching,,0,[],4,"['L6', 'L11', 'R2', 'R3']",,False
320,606,searching,,0,[],2,"['R2', 'R3']",,False
321,607,searching,,0,[],2,"['R2', 'R3']",,False
322,608,searching,,0,[],2,"['R2', 'R3']",,False
323,609,searching,,0,[],2,"['R2', 'R3']",,False
324,610,dribbling,R,1,['R3'],2,"['R2', 'R3']",,False
325,611,dribbling,R,1,['R3'],2,"['R2', 'R3']",,False
326,612,dribbling,R,1,['R3'],3,"['R2', 'R3', 'R6']",,False
327,613,dribbling,R,1,['R3'],4,"['L6', 'R2', 'R3', 'R6']",,False
328,614,dribbling,R,1,['R3'],5,"['L6', 'L11', 'R2', 'R3', 'R6']",,False
329,615,dribbling,R,1,['R3'],5,"['L6', 'L11', 'R2', 'R3', 'R6']",,False
330,616,searching,,2,"['R2', 'R3']",5,"['L6', 'L11', 'R2', 'R3', 'R6']",,False
331,617,passing,R,2,"['R2', 'R3']",5,"['L6', 'L11', 'R2', 'R3', 'R6']","[None, 'R3', 'R']",False
332,618,searching,,2,"['R2', 'R3']",5,"['L6', 'L11', 'R2', 'R3', 'R6']",,False
333,619,dribbling,R,1,['R3'],5,"['L6', 'L11', 'R2', 'R3', 'R6']",,False
334,620,dribbling,R,1,['R3'],5,"['L6', 'L11', 'R2', 'R3', 'R6']",,False
335,621,passing,R,1,['R3'],5,"['L6', 'L11', 'R2', 'R3', 'R6']","['R3', 'R5', 'R']",False
336,622,searching,,0,[],5,"['L6', 'L11', 'R2', 'R3', 'R6']",,False
337,623,searching,,0,[],5,"['L7', 'L11', 'R2', 'R3', 'R6']",,False
338,624,searching,,0,[],5,"['L7', 'L11', 'R2', 'R3', 'R6']",,False
339,625,searching,,0,[],2,"['L7', 'R2']",,False
340,626,searching,,0,[],3,"['L7', 'R2', 'R5']",,False
341,627,searching,,0,[],2,"['L7', 'R5']",,False
342,628,searching,,0,[],2,"['L7', 'R5']",,False
343,629,searching,,0,[],2,"['L7', 'R5']",,False
344,630,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
345,631,passing,R,1,['R5'],3,"['L7', 'R5', 'R8']","['R5', 'R8', 'R']",False
346,632,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
347,633,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
348,634,searching,,0,[],3,"['L7', 'R5', 'R8']",,False
349,635,dribbling,R,1,['R8'],3,"['L7', 'R5', 'R8']",,False
350,636,dribbling,R,1,['R8'],3,"['L7', 'R5', 'R8']",,False
351,637,dribbling,R,1,['R8'],3,"['L7', 'R5', 'R8']",,False
352,638,dribbling,R,1,['R8'],3,"['L7', 'R5', 'R8']",,False
353,639,dribbling,R,1,['R8'],4,"['L7', 'L9', 'R5', 'R8']",,False
354,640,dribbling,R,1,['R8'],4,"['L7', 'L9', 'R5', 'R8']",,False
355,641,dribbling,R,1,['R8'],4,"['L7', 'L9', 'R5', 'R8']",,False
356,642,passing,R,1,['R8'],3,"['L7', 'L9', 'R8']","['R8', 'R10', 'R']",False
